Year,Country,Cropland,Grazing,Forest,Fishing,Builtup,Carbon
2016,Middle Africa,0.25137463992374737,0.5672946128448673,1.8629994918021209,0.1160198688002748,0.05325159351114538,0.0
1961,Latin America and the Caribbean,0.4677317507296605,1.746386541965746,10.36870772817043,0.9027944493528288,0.035067915848893634,0.0
1962,Latin America and the Caribbean,0.4680599500530432,1.7127074524829269,10.058252734128574,0.876203418632819,0.03513240641618278,0.0
1963,Latin America and the Caribbean,0.4807270750507906,1.6750253810250983,9.743802320370044,0.8495484466123339,0.0346274097401667,0.0
1964,Latin America and the Caribbean,0.4960297865076771,1.6412837135517355,9.448015647036033,0.8249393700588903,0.03528751774858446,0.0
1965,Latin America and the Caribbean,0.4879404060901945,1.6081413462779,9.174847059064517,0.8002295248101691,0.036671872311455266,0.0
1966,Latin America and the Caribbean,0.4872126562316673,1.576898355582149,8.920803500402096,0.7791279943812174,0.036669080760312216,0.0
1967,Latin America and the Caribbean,0.4999419010685638,1.5417144161986682,8.662133806026729,0.7569389909967336,0.037858665318913916,0.0
1968,Latin America and the Caribbean,0.485251600005968,1.5103088786703571,8.390988508249984,0.7363375460643435,0.037038073705863615,0.0
1969,Latin America and the Caribbean,0.4880954836335181,1.48722892319888,8.13790129498672,0.7129120276939223,0.037218489118871136,0.0
1970,Latin America and the Caribbean,0.5113307827413218,1.4546830548601322,7.899760618853081,0.6966817398260176,0.039537123337415714,0.0
1971,Latin America and the Caribbean,0.5163534683675592,1.4355701452528102,7.663587208118285,0.6785135535288378,0.039799228454424296,0.0
1972,Latin America and the Caribbean,0.4874948868241665,1.4158024018964177,7.451278289891618,0.6642887466603192,0.03814838887819449,0.0
1973,Latin America and the Caribbean,0.4955132688576604,1.3823264045386985,7.255629192768885,0.6443544550929365,0.03893937272475037,0.0
1974,Latin America and the Caribbean,0.5140329055417369,1.364252439171214,7.0458163811588514,0.6312237352355756,0.04062707067207759,0.0
1975,Latin America and the Caribbean,0.498148036352174,1.3416055905714337,6.8565775310617845,0.6161306231155104,0.03983469303929348,0.0
1976,Latin America and the Caribbean,0.5074915640852973,1.3158189514012248,6.666472466576183,0.6011983597124618,0.04051221132600388,0.0
1977,Latin America and the Caribbean,0.5073144902467814,1.2998841217067043,6.493817199672687,0.590271307482635,0.04124516446905273,0.0
1978,Latin America and the Caribbean,0.5257128742084111,1.2762491723675915,6.3153763962868705,0.577924283491484,0.04291224677422597,0.0
1979,Latin America and the Caribbean,0.5080558871278497,1.2564242751667662,6.1486688862338355,0.5661113204890815,0.04215831527607232,0.0
1980,Latin America and the Caribbean,0.5158480596282664,1.2344960253797923,6.2097440557353965,0.5537874306458437,0.04403599647205514,0.0
1981,Latin America and the Caribbean,0.5319081098092707,1.216231023499055,6.073728209338569,0.5428459859034265,0.04543247915785131,0.0
1982,Latin America and the Caribbean,0.5478186684324677,1.1895259412639894,5.946944127751294,0.5283553233083859,0.04604074942350205,0.0
1983,Latin America and the Caribbean,0.5373972848706039,1.1684380639566738,5.819002556828144,0.5159355846463903,0.04603747150282411,0.0
1984,Latin America and the Caribbean,0.5666271931088881,1.1450336918010182,5.6963696783779465,0.501997650578917,0.04964120348830232,0.0
1985,Latin America and the Caribbean,0.574271856410756,1.120306704748343,5.568489415461516,0.4892555615113985,0.05181118348097117,0.0
1986,Latin America and the Caribbean,0.5466248285577072,1.0967821004308953,5.501501510067376,0.4763230670951861,0.049972281972183126,0.0
1987,Latin America and the Caribbean,0.5622610351603996,1.0788203531156952,5.394526907705556,0.4665726117569193,0.0523032021414975,0.0
1988,Latin America and the Caribbean,0.5672957402918555,1.0609075576403275,5.293529732305946,0.4564496257289254,0.05289246689952695,0.0
1989,Latin America and the Caribbean,0.5525121875596091,1.0435596936335951,5.190207601930752,0.44743294548171386,0.05310129469654976,0.0
1990,Latin America and the Caribbean,0.5477602485467185,1.034748167040335,5.078950793187479,0.4400386909123317,0.05246713459784644,0.0
1991,Latin America and the Caribbean,0.5289380577273167,1.0189101828434055,4.969897264610895,0.4314133954201699,0.05064029476653322,0.0
